label,map_acc_test,map_nll_test,bayes_loss_test,gibbs_loss_test,bayes_loss_train,gibbs_loss_train,bma_acc_test,bma_acc_train,kl,inverse_rate,variance
ConvNN-118k,0.6416,1.495213003540039,1.3874468803405762,1.5340371131896973,0.27534016966819763,0.3030233681201935,0.6444,0.9292,865398.375,1.5346316524202495,6.826275825500488
ConvNN-138k,0.6318,1.6276090698242187,1.475333333015442,1.6569699048995972,0.22168102860450745,0.24854159355163574,0.6359,0.95,1010036.9375,1.6558619081084833,8.189067840576172
ConvNN-153k,0.646,1.6027544067382813,1.4448291063308716,1.6426877975463867,0.2041383683681488,0.23017093539237976,0.6489,0.9548,1122241.75,1.6438265322821084,8.49201774597168
ConvNN-175k,0.6489,1.7199080276489258,1.5248665809631348,1.7559998035430908,0.1704687476158142,0.19471584260463715,0.6528,0.9696,1284653.125,1.7573903798917718,10.082820892333984
ConvNN-193k,0.6464,1.8217490692138671,1.594077229499817,1.8578940629959106,0.14496169984340668,0.1692451387643814,0.6487,0.9778,1412492.75,1.8594974532540922,11.456624984741211
ConvNN-218k,0.6538,1.8899871337890626,1.6160305738449097,1.917569875717163,0.11082539707422256,0.13036049902439117,0.6563,0.9886,1594061.75,1.9182815323970268,12.948467254638672
ConvNN-244k,0.6476,2.11769765625,1.7748405933380127,2.1403822898864746,0.08612748980522156,0.10364846885204315,0.6497,0.994,1788382.125,2.1413274902271247,15.553455352783203
ConvNN-265k,0.654,2.06152919921875,1.7119132280349731,2.071781873703003,0.08355490863323212,0.10078509896993637,0.6572,0.996,1936870.375,2.0734538616085016,14.653841972351074
ConvNN-294k,0.6454,2.1772250091552734,1.7761366367340088,2.1783287525177,0.07207001745700836,0.08748645335435867,0.6511,0.997,2148472.25,2.17829080845437,16.056385040283203
ConvNN-316k,0.6471,2.3030639221191405,1.8566057682037354,2.2985517978668213,0.05849075689911842,0.0712430328130722,0.6514,0.9988,2313017.5,2.3023427916962014,18.566804885864258
ConvNN-348k,0.6606,2.214101858520508,1.7752394676208496,2.208789110183716,0.05424925312399864,0.06606104969978333,0.6636,0.9986,2543784.0,2.208314448027839,17.60348892211914
ConvNN-381k,0.6725,2.177827249145508,1.7369968891143799,2.1735970973968506,0.04202885180711746,0.05101174861192703,0.673,0.9998,2787848.75,2.173375806709793,17.725263595581055
ConvNN-407k,0.6678,2.1463000244140624,1.702219843864441,2.132300615310669,0.04483318328857422,0.054586417973041534,0.673,0.9994,2972484.0,2.1322168894745177,16.759645462036133
ConvNN-442k,0.6594,2.2691788177490233,1.7884700298309326,2.2406318187713623,0.04113011807203293,0.0500195138156414,0.6618,0.9998,3233263.75,2.2434603948824186,18.112857818603516
ConvNN-470k,0.6692,2.228847738647461,1.7469210624694824,2.207571268081665,0.041653409600257874,0.05083021894097328,0.67,1.0,3434370.25,2.2091817569951155,18.021265029907227
ConvNN-508k,0.6682,2.227234390258789,1.7474610805511475,2.2060461044311523,0.04016360267996788,0.04924014210700989,0.6737,1.0,3714296.25,2.2034215589077117,18.01980209350586
ConvNN-548k,0.6675,2.182845901489258,1.7175909280776978,2.1602861881256104,0.035245008766651154,0.042403001338243484,0.6733,1.0,4007803.0,2.1579680557445657,17.35840606689453
ConvNN-579k,0.6765,2.08930559387207,1.6595540046691895,2.080263137817383,0.03475182503461838,0.04146888107061386,0.6803,1.0,4228704.0,2.078996881455244,16.70848846435547
ConvNN-621k,0.6816,2.023058120727539,1.6060267686843872,2.0185976028442383,0.03340465947985649,0.03983102738857269,0.6849,1.0,4538714.0,2.022219197595912,15.659435272216797
ConvNN-654k,0.6721,2.131961920166016,1.7040210962295532,2.1278445720672607,0.03426140919327736,0.04085081070661545,0.6757,1.0,4776460.0,2.126850559510675,17.31987190246582
ConvNN-699k,0.667,2.130749676513672,1.6948376893997192,2.1262500286102295,0.03280807286500931,0.038824036717414856,0.6682,1.0,5105443.0,2.130192308286185,16.39743995666504
ConvNN-746k,0.6803,1.9820286682128907,1.5858714580535889,1.988602876663208,0.0326709970831871,0.0386432409286499,0.6856,0.9998,5448570.5,1.9907028285774517,15.146900177001953
ConvNN-781k,0.6844,1.9495119018554687,1.572758436203003,1.9690001010894775,0.03276101127266884,0.038632385432720184,0.6852,0.9998,5705710.5,1.9668075135946177,14.98996353149414
ConvNN-830k,0.6758,2.013829067993164,1.6170707941055298,2.0201175212860107,0.03281620517373085,0.03886079043149948,0.6777,1.0,6064837.5,2.019407531083288,15.175210952758789
ConvNN-868k,0.6858,1.9113317138671875,1.5338966846466064,1.9221341609954834,0.03147168830037117,0.036900594830513,0.6899,1.0,6339346.5,1.9202139897518535,14.607254028320312
ConvNN-919k,0.6851,1.9168163818359376,1.550147533416748,1.9292066097259521,0.02977583557367325,0.0344788059592247,0.6886,1.0,6717619.0,1.9329111610780858,14.426652908325195
ConvNN-973k,0.6861,1.8912613525390625,1.5315665006637573,1.90546715259552,0.030068203806877136,0.03490724042057991,0.6868,1.0,7110388.5,1.905194550168994,14.05433464050293
ConvNN-1013k,0.6895,1.867256787109375,1.4963771104812622,1.8750407695770264,0.03026459366083145,0.035194315016269684,0.6907,1.0,7403650.5,1.8754079410495879,13.65837287902832
ConvNN-1069k,0.6899,1.8384931823730468,1.4789279699325562,1.8529353141784668,0.030467242002487183,0.035404887050390244,0.694,1.0,7811953.5,1.8515983317407594,13.285619735717773
ConvNN-1112k,0.6878,1.794742514038086,1.4525395631790161,1.820135474205017,0.029123680666089058,0.03359513357281685,0.6916,1.0,8123106.5,1.8231155902500467,12.755348205566406
ConvNN-1170k,0.6966,1.7825229064941406,1.442591667175293,1.8056460618972778,0.030348051339387894,0.03514691814780235,0.7002,1.0,8550603.0,1.8079805270943943,13.2538423538208
ConvNN-1231k,0.6905,1.8241844116210937,1.4798967838287354,1.8462251424789429,0.02977381832897663,0.03460003808140755,0.6908,1.0,8993036.0,1.8470322308456433,13.542267799377441
ConvNN-1276k,0.6821,1.8320535888671876,1.4873296022415161,1.863713264465332,0.028527086600661278,0.03286323323845863,0.687,1.0,9322584.0,1.8642130379214699,13.642782211303711
ConvNN-1339k,0.6911,1.7982964416503906,1.453763723373413,1.815666913986206,0.028740407899022102,0.03330865129828453,0.6943,1.0,9780035.0,1.8181259476109566,13.38817024230957
ConvNN-1386k,0.6973,1.7600750610351563,1.430019736289978,1.7827757596969604,0.02863774634897709,0.0330861397087574,0.701,0.9996,10127896.0,1.7818880842420195,12.93011474609375
ConvNN-1452k,0.7006,1.7184573974609374,1.397423267364502,1.739429235458374,0.02820921503007412,0.032383743673563004,0.7038,1.0,10604455.0,1.743927105761745,12.416525840759277
